Model,Fold,C-index,Time (s)
cox,1.0,0.6291481354772493,0.09146714210510254
cox,2.0,0.5623931623931624,0.19396305084228516
cox,3.0,0.5784615384615385,0.09125685691833496
cox,4.0,0.4741703729045501,0.10140466690063477
cox,5.0,0.5800561797752809,0.09622502326965332
rsf,1.0,0.5104344851180295,0.20324420928955078
rsf,2.0,0.5488888888888889,0.1834867000579834
rsf,3.0,0.6085470085470085,0.19874167442321777
rsf,4.0,0.5005131713992473,0.2061610221862793
rsf,5.0,0.4998244382022472,0.1843874454498291
