Model,Fold,C-index,Time (s)
cox,1.0,0.6554909339719466,0.0715484619140625
cox,2.0,0.5965811965811966,0.0696406364440918
cox,3.0,0.5117948717948718,0.10194087028503418
cox,4.0,0.5528566541224769,0.08610177040100098
cox,5.0,0.6200842696629213,0.07956171035766602
rsf,1.0,0.6565172767704414,0.18021440505981445
rsf,2.0,0.584957264957265,0.17051959037780762
rsf,3.0,0.5097435897435898,0.1960909366607666
rsf,4.0,0.5566199110502908,0.18965506553649902
rsf,5.0,0.6327247191011236,0.1887679100036621
